"Date","Open","High","Low","Close","Volume"
"08/12/2021","107.39","108.44","105.86","106.5","60,625,730"
"08/11/2021","107.6","109.79","105.62","107.68","91,788,290"
"08/10/2021","107.895","109.17","104.36","106.48","113,012,300"
"08/09/2021","111.31","112.33","107.06","107.58","115,749,900"
"08/06/2021","110.55","116.2599","109.7","110.11","143,899,000"
"08/05/2021","116.63","117.68","111.59","112.35","137,860,900"
"08/04/2021","114.36","122.49","114.16","118.77","225,368,700"
"08/03/2021","108.15","114.85","107.66","112.56","157,723,100"
"08/02/2021","105.93","110.33","103.83","108.63","115,581,900"
"07/30/2021","101.6","106.97","101.38","106.19","125,632,000"
"07/29/2021","96.58","105.74","96.58","102.95","164,091,800"
"07/28/2021","93.44","98.71","89.65","97.93","140,561,000"
"07/27/2021","92.94","94.1","89.1","91.03","69,427,020"
"07/26/2021","92.01","92.75","91.12","91.82","27,668,460"
"07/23/2021","91.348","92.37","90.19","92.15","31,708,900"
"07/22/2021","89.4","91.36","89.08","91.21","33,730,080"
"07/21/2021","87.25","89.49","86.9","89.41","29,469,860"
"07/20/2021","87.09","87.77","85.165","87.11","28,088,960"
"07/19/2021","84.99","87.2294","84.24","86.58","39,244,800"
"07/16/2021","87.32","88.03","85.68","85.89","35,860,740"
"07/15/2021","89.78","89.78","86.1801","86.93","38,944,740"
"07/14/2021","90.76","91.395","88.94","89.05","28,108,510"
"07/13/2021","90.48","91.41","89.8299","90.26","30,367,600"
"07/12/2021","91.22","91.9","89.65","90.81","28,526,560"
"07/09/2021","90.04","91.26","88.53","90.9","35,278,420"
"07/08/2021","87.86","90.3399","87.45","89.74","45,673,450"
"07/07/2021","95.02","95.44","90.31","90.54","51,498,480"
"07/06/2021","94.875","95.41","93.32","94.47","44,930,120"
"07/02/2021","93.28","95.27","92.205","94.7","51,342,980"
"07/01/2021","94.04","94.175","91.7","93.31","58,059,020"
"06/30/2021","90.82","94.335","90.6","93.93","70,721,530"
"06/29/2021","87.41","90.3","86.66","89.52","46,181,000"
"06/28/2021","86.38","88","86.15","87.08","30,262,040"
"06/25/2021","86.34","86.36","85.1","85.62","27,804,540"
"06/24/2021","84.39","87.1399","84.365","86.1","42,217,670"
"06/23/2021","83.83","84.485","83.1603","83.82","25,992,440"
"06/22/2021","82.9","84.04","82.48","83.58","32,107,700"
"06/21/2021","83.49","84.19","82.21","82.59","44,417,110"
"06/18/2021","84.28","85.77","83.48","84.65","58,736,810"
"06/17/2021","80.77","85.37","80.57","84.56","77,822,820"
"06/16/2021","80.75","81.45","78.96","80.11","29,598,310"
"06/15/2021","81.59","81.68","80.225","80.47","26,194,340"
"06/14/2021","81.51","81.55","80.2","81.55","27,830,240"
"06/11/2021","81.61","82.33","80.7","81.31","24,310,890"
"06/10/2021","80.02","81.71","79.7","81.56","28,606,360"
"06/09/2021","81.09","81.677","79.8","79.96","28,454,650"
"06/08/2021","81.87","82.645","80.45","80.89","26,956,630"
"06/07/2021","81.4","81.68","80.38","81.35","29,006,780"
"06/04/2021","80.92","82.19","80.81","81.58","26,387,800"
"06/03/2021","81.13","81.89","80.26","80.28","29,811,970"
"06/02/2021","81","82.6","80.66","81.97","35,203,220"
"06/01/2021","81.01","82.91","80.66","80.81","43,433,040"
"05/28/2021","78.66","81.09","78.66","80.08","40,952,660"
"05/27/2021","78.11","78.43","77.47","78.42","35,883,220"
"05/26/2021","77.83","78.59","77.59","78.34","30,354,000"
"05/25/2021","77.33","78.77","76.8365","77.86","47,353,100"
"05/24/2021","77.26","78.01","76.8","77.44","33,194,290"
"05/21/2021","78.55","78.81","77.04","77.17","40,201,090"
"05/20/2021","76.81","78.27","76.25","78.06","49,135,010"
"05/19/2021","73.16","76.97","72.76","76.23","73,966,160"
"05/18/2021","74.74","75.7699","74.24","74.44","31,982,480"
"05/17/2021","74.215","75.52","73.41","74.65","40,722,380"
"05/14/2021","74.02","75.0274","72.72","74.59","38,355,790"
"05/13/2021","75.21","75.7","72.5","73.09","48,646,750"
"05/12/2021","75.09","76.13","74.16","74.64","42,531,420"
"05/11/2021","73.57","76.93","72.75","76.83","51,008,240"
"05/10/2021","78.2","78.3","75.92","75.99","45,134,490"
"05/07/2021","78.75","79.5718","78.22","78.81","36,954,180"
"05/06/2021","77.63","78.0599","76.47","77.89","38,661,330"
"05/05/2021","79.05","79.3","77.36","77.83","42,310,150"
"05/04/2021","77.95","78.67","77.04","78.61","59,194,330"
"05/03/2021","81.97","82","78.46","78.55","66,323,270"
"04/30/2021","82.97","84.1","81.415","81.62","46,601,860"
"04/29/2021","84.7","85.27","82.63","83.91","51,294,530"
"04/28/2021","88.85","89.2","83.92","84.02","108,920,300"
"04/27/2021","85.67","87.15","85.13","85.21","61,909,870"
"04/26/2021","83.35","85.9","82.7","85.41","57,594,540"
"04/23/2021","80.21","83.3","79.96","82.76","49,267,280"
"04/22/2021","81.61","81.79","78.59","79.06","38,846,050"
"04/21/2021","78.99","81.66","78.86","81.61","35,068,960"
"04/20/2021","80.82","81.11","78.51","79.27","34,977,750"
"04/19/2021","82.13","83.18","80.39","81.11","39,115,460"
"04/16/2021","83.3","83.59","81.53","82.15","47,280,570"
"04/15/2021","80.32","83.95","79.97","83.01","68,942,820"
"04/14/2021","79.88","80.13","77.935","78.55","34,263,830"
"04/13/2021","79.67","80.72","78.98","80.19","37,767,260"
"04/12/2021","82.055","82.18","78.03","78.58","62,098,800"
"04/09/2021","82.8","83.59","82.16","82.76","32,759,870"
"04/08/2021","83.32","83.79","82.435","83.35","41,925,280"
"04/07/2021","81.32","83.1","80.35","82.2","35,590,930"
"04/06/2021","81.21","82.455","80.88","81.44","29,327,950"
"04/05/2021","81.74","81.9","80.39","81.43","32,610,550"
"04/01/2021","80.155","81.31","79.48","81.09","40,182,380"
"03/31/2021","76.57","79.13","76.52","78.5","43,659,460"
"03/30/2021","76.47","76.56","74.85","76","39,169,250"
"03/29/2021","77.03","78.02","76.26","77.14","37,144,300"
"03/26/2021","76.62","77.4995","75.03","77.41","49,148,660"
"03/25/2021","75.85","76.95","74.96","76.22","44,735,100"
"03/24/2021","77.55","78.8","76.4","76.48","43,753,640"
"03/23/2021","80.13","80.34","77.95","78.38","40,466,640"
"03/22/2021","79.99","81.265","79.22","80.3","39,648,610"
"03/19/2021","78.49","79.34","77.59","79.06","42,283,390"
"03/18/2021","81.055","81.62","78.01","78.12","51,036,500"
"03/17/2021","81.75","83.25","80.411","82.63","43,320,570"
"03/16/2021","83.66","84.75","82.255","82.75","42,971,550"
"03/15/2021","81.91","83.39","81.2","82.5","39,365,420"
"03/12/2021","79.73","81.19","79.23","81.05","32,937,950"
"03/11/2021","79.4","81.89","79.37","81.23","43,583,720"
"03/10/2021","79.75","80.04","77.41","77.52","45,416,620"
"03/09/2021","76.73","79.215","75.77","78.53","45,088,340"
"03/08/2021","78.03","79","73.86","73.96","54,563,870"
"03/05/2021","79","79.48","74.2","78.52","58,548,910"
"03/04/2021","80.23","81.8067","76.78","77.75","60,549,370"
"03/03/2021","84.28","84.38","80.85","80.86","43,541,040"
"03/02/2021","86.92","86.95","84.04","84.13","34,828,160"
"03/01/2021","85.365","86.5","83.97","86.39","32,746,180"
"02/26/2021","83.565","85.59","82.91","84.51","48,962,910"
"02/25/2021","86.17","87.09","81.92","82.42","54,625,140"
"02/24/2021","84.33","87.09","82.81","86.94","40,821,150"
"02/23/2021","83.4","85.11","79.36","84.74","49,720,910"
"02/22/2021","88.15","88.3","85.21","85.37","36,930,180"
"02/19/2021","89.75","90.4163","88.69","89.58","29,548,270"
"02/18/2021","89.09","89.6","87.31","88.64","35,624,950"
"02/17/2021","90.56","90.96","88.5701","89.94","32,284,080"
"02/16/2021","93.9","94","90.7499","91.46","35,105,920"
"02/12/2021","92.75","94.22","91.9","93.77","38,538,350"
"02/11/2021","92.9","93.65","91.33","92.66","35,571,030"
"02/10/2021","91.5","93.27","90.46","92.35","42,441,300"
"02/09/2021","91.39","93.3","90.55","90.91","37,596,450"
"02/08/2021","88.31","91.99","87.98","91.47","47,639,890"
"02/05/2021","88.15","88.36","86.875","87.9","30,268,680"
"02/04/2021","88.22","88.6","87.06","87.84","30,791,640"
"02/03/2021","88.6","89.48","87.34","87.89","32,312,890"
"02/02/2021","88.49","89.28","86.95","88.86","33,850,050"
"02/01/2021","86.83","87.95","84.66","87.66","42,359,340"
"01/29/2021","87.56","88.33","85.02","85.64","56,735,830"
"01/28/2021","89.83","89.88","87.3","87.52","47,048,360"
"01/27/2021","91.1","91.88","86.22","88.84","73,341,190"
"01/26/2021","94.91","95.7171","93.63","94.71","59,449,050"
"01/25/2021","94.14","95.74","91.4","94.13","55,086,940"
"01/22/2021","94.42","95.95","91.88","92.79","71,294,710"
"01/21/2021","89.34","92.07","88.43","91.53","54,596,080"
"01/20/2021","90.55","90.78","88.6","88.75","35,185,810"
"01/19/2021","89.56","89.58","87.24","89.45","45,115,060"
"01/15/2021","90.75","91.59","87.86","88.21","49,340,340"
"01/14/2021","91.77","92.36","90.45","90.79","53,408,240"
"01/13/2021","93.01","93.89","90.84","91.78","60,712,900"
"01/12/2021","97.86","98.97","94.07","95.355","67,672,310"
"01/11/2021","94.025","99.23","93.76","97.25","48,669,100"
"01/08/2021","95.98","96.4","93.27","94.58","39,816,400"
"01/07/2021","91.33","95.51","91.2","95.16","42,897,160"
"01/06/2021","91.62","92.28","89.46","90.33","51,911,660"
"01/05/2021","92.1","93.2077","91.41","92.77","34,207,990"
"01/04/2021","92.11","96.06","90.915","92.3","51,802,550"
"12/31/2020","92.1","92.3","90.87","91.71","24,930,680"
"12/30/2020","90.78","92.85","90.19","92.29","25,844,970"
"12/29/2020","91.66","92.46","89.4301","90.62","31,748,210"
"12/28/2020","92.93","93.14","90.82","91.6","30,627,300"
"12/24/2020","91.8","92.51","91.31","91.81","16,705,910"
"12/23/2020","93.08","93.13","91.46","91.55","25,993,350"
"12/22/2020","93.36","93.55","90.53","93.16","35,717,840"
"12/21/2020","94.25","95.28","91.08","93.23","47,093,890"
"12/18/2020","97.27","97.68","93.56","95.92","51,823,100"
"12/17/2020","97.55","97.92","96.25","96.84","32,023,730"
"12/16/2020","97.04","97.27","95.46","96.85","34,909,040"
"12/15/2020","95.93","97.98","95.45","97.12","57,305,100"
"12/14/2020","92.205","95.41","91.85","94.78","48,026,430"
"12/11/2020","91.54","92.33","90.16","91.65","28,368,150"
"12/10/2020","89.55","92.09","89.0297","91.66","33,804,410"
"12/09/2020","92.76","94.7","89.16","89.83","52,170,380"
"12/08/2020","94.05","94.74","91.9","92.92","33,907,510"
"12/07/2020","94.95","95","92.97","94.07","39,815,650"
"12/04/2020","92.58","94.58","90.63","94.04","45,570,270"
"12/03/2020","94.06","94.7","92.01","92.31","35,859,720"
"12/02/2020","92.89","96.37","92.5253","93.74","57,988,820"
"12/01/2020","92.25","93.9","90.78","92.63","58,670,530"
"11/30/2020","87.33","92.74","86.53","92.66","84,482,980"
"11/27/2020","87.99","88","86.3598","87.19","22,717,640"
"11/25/2020","85.76","87.84","85.52","86.71","41,349,730"
"11/24/2020","85.724","86.11","83.32","85.07","36,839,170"
"11/23/2020","85.52","87.54","84.615","85.31","46,504,960"
"11/20/2020","85.28","86.1","84.47","84.64","35,008,430"
"11/19/2020","82.39","85.64","81.72","85.54","50,116,760"
"11/18/2020","83.014","83.955","82.22","82.54","29,967,960"
"11/17/2020","83.93","84.81","82.91","83.36","29,473,510"
"11/16/2020","81.21","83.78","80.48","83.73","38,640,840"
"11/13/2020","82.73","83.11","80.7","81.43","30,448,460"
"11/12/2020","81.32","83","80.3","81.84","37,303,110"
"11/11/2020","79.39","81.47","78.97","81.28","44,611,250"
"11/10/2020","81.93","82.13","77.63","77.99","67,137,200"
"11/09/2020","84.24","87.05","82.77","83.12","58,580,680"
"11/06/2020","83.52","86.09","82.67","85.88","53,829,940"
"11/05/2020","83.27","83.5","81.85","83","46,542,270"
"11/04/2020","80.25","81.85","78.975","81.35","66,579,710"
"11/03/2020","74.93","77.08","74.6","76.58","41,231,800"
"11/02/2020","75.85","76.3398","73.7573","74.7","45,760,660"
"10/30/2020","77.09","77.7","74.23","75.29","51,426,170"
"10/29/2020","76.75","79.18","76.29","78.02","52,784,090"
"10/28/2020","78.73","78.96","75.76","76.4","76,529,910"
"10/27/2020","82","82.37","77.57","78.88","156,669,500"
"10/26/2020","82.55","84.97","80.86","82.23","69,423,680"
"10/23/2020","80.93","81.99","79.33","81.96","46,557,680"
"10/22/2020","79.65","80.82","78.42","79.42","38,006,800"
"10/21/2020","81.72","81.9299","79.19","79.2","36,426,410"
"10/20/2020","82.16","82.69","80.58","81.56","38,219,420"
"10/19/2020","83.62","84.65","81.53","82","36,689,110"
"10/16/2020","83.54","83.99","82.41","83.17","31,474,290"
"10/15/2020","83.4","84.7201","82.42","83.13","33,696,410"
"10/14/2020","85.86","85.96","83.46","84.21","40,446,740"
"10/13/2020","84.86","86.09","83.9733","85.28","42,764,100"
"10/12/2020","83.65","85.13","83.12","84.29","47,669,700"
"10/09/2020","84.74","85.75","82.3465","83.1","80,354,390"
"10/08/2020","88.11","88.72","85.95","86.51","54,240,700"
"10/07/2020","86.1","87.79","85.65","86.69","43,045,720"
"10/06/2020","86.21","87.25","83.54","84.48","52,725,430"
"10/05/2020","82.55","86.2819","82.55","86.15","47,056,520"
"10/02/2020","82.58","84.65","81.66","81.8","52,855,050"
"10/01/2020","83.06","85.25","82.86","84.86","52,177,120"
"09/30/2020","81.75","82.94","80.66","81.99","51,533,660"
"09/29/2020","79.3","82.55","79.3","81.77","61,633,670"
"09/28/2020","79.117","79.57","77.52","79.48","48,005,490"
"09/25/2020","76.35","78.2","74.67","78.055","48,206,240"
"09/24/2020","74.54","77.25","73.9","75.82","57,540,930"
"09/23/2020","77.39","77.91","74.34","74.73","42,327,510"
"09/22/2020","78.365","78.79","75.27","77.7","56,044,740"
"09/21/2020","74.23","77.98","73.88","77.94","61,311,970"
"09/18/2020","77","77.4","73.85","74.93","51,082,860"
"09/17/2020","74.88","76.625","74.2","76.55","55,619,100"
"09/16/2020","79.35","79.72","76.54","76.66","38,445,670"
"09/15/2020","77.66","80.33","75.97","78.93","57,874,430"
"09/14/2020","76.8","78.82","76.26","77.9","47,448,680"
"09/11/2020","79.82","79.99","75.04","76.34","54,762,990"
"09/10/2020","83.07","83.31","78.38","78.98","51,499,400"
"09/09/2020","81.4","82.44","79.28","81.91","54,163,880"
"09/08/2020","78.05","81.88","78","78.69","54,955,670"
"09/04/2020","81.45","84.39","76.33","82.01","82,267,760"
"09/03/2020","87.84","88.47","81.59","82.54","87,462,690"
"09/02/2020","94.01","94.28","88.74","90.22","50,366,920"
"09/01/2020","91.92","92.51","90.1899","92.18","56,117,100"
"08/31/2020","85.05","92.64","85.05","90.82","90,655,950"
"08/28/2020","84.3","86.04","84.19","85.55","40,723,270"
"08/27/2020","86.35","86.58","82.94","83.8","42,194,220"
"08/26/2020","86.969","87.72","85.2","86.02","47,157,270"
"08/25/2020","83.36","86.62","82.35","86.35","49,234,400"
"08/24/2020","84.55","85.33","82.55","83.08","38,036,070"
"08/21/2020","83.29","84.41","82.23","83.81","48,280,320"
"08/20/2020","79.74","82.84","79.12","82.77","42,948,860"
"08/19/2020","81.776","81.85","80.45","81.09","37,507,390"
"08/18/2020","82.8","82.88","81.03","81.66","30,970,480"
"08/17/2020","82.09","83.06","81.552","82.42","31,450,160"
"08/14/2020","81.81","83.24","80.88","81.3","42,389,480"
"08/13/2020","82.88","84.02","81.54","81.84","57,407,360"
"08/12/2020","78.43","82.88","77.55","82.61","88,607,830"
"08/11/2020","80.71","80.71","76.1","76.88","77,877,660"
"08/10/2020","85.05","85.16","79.3221","82.24","70,536,140"
"08/07/2020","86.67","87.29","82.6702","84.85","66,543,160"
"08/06/2020","85.49","86.98","84.7801","86.71","53,961,740"
"08/05/2020","84.96","86.32","83.32","85.31","65,737,310"
"08/04/2020","78.03","85.805","77.99","85.04","155,676,100"
"08/03/2020","78.19","78.5","77.06","77.67","42,628,820"
"07/31/2020","78.67","78.96","75.36","77.43","71,699,670"
"07/30/2020","75.37","78.96","75.07","78.2","80,286,890"
"07/29/2020","75.5","77.19","73.9","76.09","132,969,700"
"07/28/2020","68.1","69.8","67.02","67.61","94,181,370"
"07/27/2020","69.28","71.63","67.79","68.97","107,918,100"
"07/24/2020","64.18","69.94","64.05","69.4","205,314,500"
"07/23/2020","61.63","62.33","58.6342","59.57","106,829,100"
"07/22/2020","57.07","62","56.97","61.79","135,159,400"
"07/21/2020","57.805","58.5","56.3173","57","44,800,690"
"07/20/2020","55.23","57.53","54.83","57.46","45,034,250"
"07/17/2020","55.31","55.81","54.68","55.04","34,710,410"
"07/16/2020","54.68","55.15","53.74","54.92","36,887,080"
"07/15/2020","54.96","55.37","53.59","55.34","42,360,280"
"07/14/2020","53.3","54.86","52.26","54.72","54,890,110"
"07/13/2020","56.68","58.35","53.38","53.59","57,741,820"
"07/10/2020","57.54","58.15","55.51","55.88","59,839,690"
"07/09/2020","53.52","57.58","53.31","57.255","87,216,260"
"07/08/2020","53.01","53.47","52.07","53.43","35,608,340"
"07/07/2020","53.28","54.17","52.86","52.93","32,153,090"
"07/06/2020","52.9","53.52","52.33","53.4","36,769,430"
"07/02/2020","53.0335","53.19","52.0508","52.34","29,081,430"
"07/01/2020","52.63","52.87","51.6","52.58","32,370,950"
"06/30/2020","51.16","52.77","50.82","52.61","42,275,740"
"06/29/2020","50.15","50.28","48.42","50.28","49,905,810"
"06/26/2020","51.85","51.95","49.45","50.1","65,485,730"
"06/25/2020","52.56","52.7","50.54","51.93","51,129,610"
"06/24/2020","53.94","54.74","51.92","52.39","53,535,550"
"06/23/2020","55.05","55.37","53.87","53.99","48,089,010"
"06/22/2020","54.67","55.17","53.74","54.76","44,704,780"
"06/19/2020","54.41","55.455","53.815","54.23","52,801,460"
"06/18/2020","54.62","55.1225","53.65","54.04","40,354,720"
"06/17/2020","54.79","55.82","54.3","54.55","45,146,550"
"06/16/2020","55.72","56.07","53.59","54.46","50,949,750"
"06/15/2020","52.58","54.73","52.4128","54.68","56,740,680"
"06/12/2020","55.01","55.6","52.11","53.5","71,189,070"
"06/11/2020","55.94","56.68","52.8","52.83","78,715,400"
"06/10/2020","57.2","59","57.03","57.44","78,719,420"
"06/09/2020","52.95","56.46","52.72","56.39","79,919,140"
"06/08/2020","53.3","53.35","52.26","52.97","39,681,750"
"06/05/2020","52.99","53.57","52.08","53.1","53,908,270"
"06/04/2020","52.59","53.74","52.2","52.63","44,869,090"
"06/03/2020","53.597","53.65","52.33","52.73","46,765,330"
"06/02/2020","53.45","53.57","52.01","53.54","42,855,210"
"06/01/2020","53.31","54.11","52.89","53.63","36,949,860"
"05/29/2020","52.07","53.8","51.85","53.8","64,948,310"
"05/28/2020","52.25","53.54","51.25","51.74","53,754,230"
"05/27/2020","53.27","53.28","49.09","52.74","102,414,500"
"05/26/2020","56.01","56.08","53.02","53.19","51,618,870"
"05/22/2020","54.77","55.3748","53.78","55.17","43,524,110"
"05/21/2020","56.68","56.72","54.61","54.65","48,496,110"
"05/20/2020","56.55","56.98","55.625","56.39","50,888,190"
"05/19/2020","54.39","56.73","54.36","55.47","60,388,540"
"05/18/2020","54.98","55.25","54.24","54.59","48,679,060"
"05/15/2020","53.32","54.435","52.86","54.2","66,950,860"
"05/14/2020","52.1","54.54","51.61","54.51","73,814,000"
"05/13/2020","54.04","55.22","51.295","52.18","76,824,710"
"05/12/2020","56.207","56.58","53.75","53.76","55,631,100"
"05/11/2020","52.9","55.89","52.75","55.74","68,746,370"
"05/08/2020","52.15","53.27","51.81","53.19","40,774,190"
"05/07/2020","52.93","52.9666","51.62","51.95","48,956,640"
"05/06/2020","52.42","53.31","51.88","52.16","48,138,120"
"05/05/2020","53.43","53.51","51.29","52.19","56,560,530"
"05/04/2020","49.815","52.61","49.73","52.56","62,590,580"
"05/01/2020","51.07","51.95","49.09","49.88","69,562,660"
"04/30/2020","53.43","54.29","52.03","52.39","65,543,940"
"04/29/2020","54.53","54.86","52.74","53.66","110,800,900"
"04/28/2020","57.16","57.35","55.3","55.51","80,501,820"
"04/27/2020","57.44","58","56.25","56.49","62,568,060"
"04/24/2020","55.1","56.78","54.42","56.18","72,854,750"
"04/23/2020","56.65","57.285","55.64","55.9","69,662,690"
"04/22/2020","54.91","56.15","54.34","55.92","63,164,080"
"04/21/2020","56.9","57.73","51.41","52.92","123,906,400"
"04/20/2020","55.98","58.63","55.85","56.97","72,366,360"
"04/17/2020","57.35","57.755","55.55","56.6","76,908,780"
"04/16/2020","55.96","58.08","55.63","56.95","103,106,500"
"04/15/2020","53.73","55.5699","53.41","54.99","83,814,030"
"04/14/2020","52.235","55.14","52.11","54.93","85,306,750"
"04/13/2020","48.47","51.07","48.23","50.94","64,290,110"
"04/09/2020","49.65","50.25","47.72","48.38","80,357,390"
"04/08/2020","48.07","49","47.61","48.79","64,930,780"
"04/07/2020","48.96","49.65","46.675","47.56","102,098,700"
"04/06/2020","44.3","47.58","44.06","47.52","82,293,960"
