"Date","Open","High","Low","Close","Volume"
"08/10/2021","146.44","147.71","145.3","145.6","69,023,080"
"08/09/2021","146.2","146.7","145.52","146.09","48,908,690"
"08/06/2021","146.35","147.11","145.63","146.14","54,126,810"
"08/05/2021","146.98","147.84","146.17","147.06","46,397,670"
"08/04/2021","147.27","147.79","146.28","146.95","56,368,270"
"08/03/2021","145.81","148.045","145.18","147.36","64,786,620"
"08/02/2021","146.36","146.95","145.25","145.52","62,879,960"
"07/30/2021","144.38","146.33","144.11","145.86","70,440,630"
"07/29/2021","144.685","146.55","144.58","145.64","56,699,480"
"07/28/2021","144.81","146.97","142.54","144.98","118,931,200"
"07/27/2021","149.12","149.21","145.55","146.77","104,818,600"
"07/26/2021","148.27","149.83","147.7","148.99","72,434,090"
"07/23/2021","147.55","148.7177","146.92","148.56","71,447,420"
"07/22/2021","145.935","148.195","145.81","146.8","77,338,160"
"07/21/2021","145.53","146.13","144.63","145.4","74,993,460"
"07/20/2021","143.46","147.0997","142.96","146.15","96,350,040"
"07/19/2021","143.75","144.07","141.67","142.45","121,434,600"
"07/16/2021","148.46","149.76","145.88","146.39","93,251,430"
"07/15/2021","149.24","150","147.09","148.48","106,820,300"
"07/14/2021","148.1","149.57","147.68","149.15","127,050,800"
"07/13/2021","144.03","147.46","143.63","145.64","100,827,100"
"07/12/2021","146.21","146.32","144","144.5","76,299,720"
"07/09/2021","142.75","145.65","142.6522","145.11","99,890,800"
"07/08/2021","141.58","144.06","140.665","143.24","105,575,500"
"07/07/2021","143.535","144.89","142.66","144.57","104,911,600"
"07/06/2021","140.07","143.15","140.07","142.02","108,181,800"
"07/02/2021","137.9","140","137.745","139.96","78,945,570"
"07/01/2021","136.6","137.33","135.76","137.27","52,485,780"
"06/30/2021","136.17","137.41","135.87","136.96","63,261,390"
"06/29/2021","134.8","136.49","134.35","136.33","64,556,080"
"06/28/2021","133.41","135.245","133.35","134.78","62,111,300"
"06/25/2021","133.46","133.89","132.81","133.11","70,783,750"
"06/24/2021","134.45","134.64","132.93","133.41","68,711,000"
"06/23/2021","133.77","134.32","133.23","133.7","60,214,200"
"06/22/2021","132.13","134.08","131.62","133.98","74,783,620"
"06/21/2021","130.3","132.41","129.21","132.3","79,663,320"
"06/18/2021","130.71","131.51","130.24","130.46","108,953,300"
"06/17/2021","129.8","132.55","129.65","131.79","96,721,670"
"06/16/2021","130.37","130.89","128.461","130.15","91,815,030"
"06/15/2021","129.94","130.6","129.39","129.64","62,746,330"
"06/14/2021","127.82","130.54","127.07","130.48","96,906,490"
"06/11/2021","126.53","127.44","126.1","127.35","53,522,370"
"06/10/2021","127.02","128.19","125.94","126.11","71,186,420"
"06/09/2021","127.21","127.75","126.52","127.13","56,877,940"
"06/08/2021","126.6","128.46","126.2101","126.74","74,403,770"
"06/07/2021","126.17","126.32","124.8321","125.9","71,057,550"
"06/04/2021","124.07","126.16","123.85","125.89","75,169,340"
"06/03/2021","124.68","124.85","123.13","123.54","76,229,170"
"06/02/2021","124.28","125.24","124.05","125.06","59,278,860"
"06/01/2021","125.08","125.35","123.94","124.28","67,637,120"
"05/28/2021","125.57","125.8","124.55","124.61","71,311,110"
"05/27/2021","126.44","127.64","125.08","125.28","94,625,600"
"05/26/2021","126.955","127.39","126.42","126.85","56,575,920"
"05/25/2021","127.82","128.32","126.32","126.9","72,009,480"
"05/24/2021","126.01","127.94","125.94","127.1","63,092,950"
"05/21/2021","127.82","128","125.21","125.43","79,295,440"
"05/20/2021","125.23","127.72","125.1","127.31","76,857,120"
"05/19/2021","123.16","124.915","122.86","124.69","92,611,990"
"05/18/2021","126.56","126.99","124.78","124.85","63,342,930"
"05/17/2021","126.82","126.93","125.17","126.27","74,116,550"
"05/14/2021","126.25","127.89","125.85","127.45","81,917,950"
"05/13/2021","124.58","126.15","124.26","124.97","105,861,300"
"05/12/2021","123.4","124.64","122.25","122.77","112,172,300"
"05/11/2021","123.5","126.27","122.77","125.91","126,142,800"
"05/10/2021","129.41","129.54","126.81","126.85","88,071,230"
"05/07/2021","130.85","131.2582","129.475","130.21","78,973,270"
"05/06/2021","127.89","129.75","127.13","129.74","78,128,330"
"05/05/2021","129.2","130.45","127.97","128.1","84,000,900"
"05/04/2021","131.19","131.4899","126.7","127.85","137,564,700"
"05/03/2021","132.04","134.07","131.83","132.54","75,135,100"
"04/30/2021","131.78","133.56","131.065","131.46","109,839,500"
"04/29/2021","136.47","137.07","132.45","133.48","151,101,000"
"04/28/2021","134.31","135.02","133.08","133.58","107,760,100"
"04/27/2021","135.01","135.41","134.11","134.39","66,015,800"
"04/26/2021","134.83","135.06","133.56","134.72","66,905,070"
"04/23/2021","132.16","135.12","132.16","134.32","78,756,780"
"04/22/2021","133.04","134.15","131.41","131.94","84,566,460"
"04/21/2021","132.36","133.75","131.3001","133.5","68,847,140"
"04/20/2021","135.02","135.53","131.81","133.11","94,812,350"
"04/19/2021","133.51","135.47","133.34","134.84","94,264,220"
"04/16/2021","134.3","134.67","133.28","134.16","84,922,390"
"04/15/2021","133.82","135","133.64","134.5","89,347,100"
"04/14/2021","134.94","135","131.655","132.03","87,222,780"
"04/13/2021","132.44","134.66","131.93","134.43","91,266,550"
"04/12/2021","132.52","132.85","130.63","131.24","91,419,980"
"04/09/2021","129.8","133.04","129.47","132.995","106,686,700"
"04/08/2021","128.95","130.39","128.52","130.36","88,844,590"
"04/07/2021","125.83","127.92","125.14","127.9","83,466,720"
"04/06/2021","126.5","127.13","125.65","126.21","80,171,250"
"04/05/2021","123.87","126.1601","123.07","125.9","88,651,180"
"04/01/2021","123.66","124.18","122.49","123","75,089,130"
"03/31/2021","121.65","123.52","121.15","122.15","118,323,800"
"03/30/2021","120.11","120.4031","118.86","119.9","85,671,920"
"03/29/2021","121.65","122.58","120.7299","121.39","80,819,200"
"03/26/2021","120.35","121.48","118.92","121.21","94,071,230"
"03/25/2021","119.54","121.66","119","120.59","98,844,680"
"03/24/2021","122.82","122.9","120.065","120.09","88,530,490"
"03/23/2021","123.33","124.24","122.14","122.54","95,467,140"
"03/22/2021","120.33","123.87","120.26","123.39","111,912,300"
"03/19/2021","119.9","121.43","119.675","119.99","185,549,500"
"03/18/2021","122.88","123.18","120.32","120.53","121,469,800"
"03/17/2021","124.05","125.8599","122.336","124.76","111,932,600"
"03/16/2021","125.7","127.22","124.715","125.57","115,227,900"
"03/15/2021","121.41","124","120.42","123.99","92,590,560"
"03/12/2021","120.4","121.17","119.16","121.03","88,105,050"
"03/11/2021","122.54","123.21","121.26","121.96","103,026,500"
"03/10/2021","121.69","122.17","119.45","119.98","111,943,300"
"03/09/2021","119.03","122.06","118.79","121.085","129,525,800"
"03/08/2021","120.93","121","116.21","116.36","154,376,600"
"03/05/2021","120.98","121.935","117.57","121.42","153,766,600"
"03/04/2021","121.75","123.6","118.62","120.13","178,155,000"
"03/03/2021","124.81","125.71","121.84","122.06","112,966,300"
"03/02/2021","128.41","128.72","125.01","125.12","102,260,900"
"03/01/2021","123.75","127.93","122.79","127.79","116,307,900"
"02/26/2021","122.59","124.85","121.2","121.26","164,560,400"
"02/25/2021","124.68","126.4585","120.54","120.99","148,199,500"
"02/24/2021","124.94","125.56","122.23","125.35","111,039,900"
"02/23/2021","123.76","126.71","118.39","125.86","158,273,000"
"02/22/2021","128.01","129.72","125.6","126","103,916,400"
"02/19/2021","130.24","130.71","128.8","129.87","87,668,830"
"02/18/2021","129.2","129.995","127.41","129.71","96,856,750"
"02/17/2021","131.25","132.22","129.47","130.84","98,085,250"
"02/16/2021","135.49","136.01","132.79","133.19","80,576,320"
"02/12/2021","134.35","135.53","133.6921","135.37","60,145,130"
"02/11/2021","135.9","136.39","133.77","135.13","64,280,030"
"02/10/2021","136.48","136.99","134.4","135.39","73,046,560"
"02/09/2021","136.62","137.877","135.85","136.01","76,774,210"
"02/08/2021","136.03","136.96","134.92","136.91","71,297,210"
"02/05/2021","137.35","137.42","135.86","136.76","75,693,830"
"02/04/2021","136.3","137.4","134.59","137.39","84,183,060"
"02/03/2021","135.76","135.77","133.61","133.94","89,880,940"
"02/02/2021","135.73","136.31","134.61","134.99","83,305,370"
"02/01/2021","133.75","135.38","130.93","134.14","106,239,800"
"01/29/2021","135.83","136.74","130.21","131.96","177,523,800"
"01/28/2021","139.52","141.99","136.7","137.09","142,621,100"
"01/27/2021","143.43","144.3","140.41","142.06","140,843,800"
"01/26/2021","143.6","144.3","141.37","143.16","98,390,560"
"01/25/2021","143.07","145.09","136.54","142.92","157,611,700"
"01/22/2021","136.28","139.85","135.02","139.07","114,459,400"
"01/21/2021","133.8","139.67","133.59","136.87","120,529,500"
"01/20/2021","128.66","132.49","128.55","132.03","104,319,500"
"01/19/2021","127.78","128.71","126.938","127.83","90,757,330"
"01/15/2021","128.78","130.2242","127","127.14","111,598,500"
"01/14/2021","130.8","131","128.76","128.91","90,221,760"
"01/13/2021","128.76","131.45","128.49","130.89","88,636,830"
"01/12/2021","128.5","129.69","126.86","128.8","91,951,150"
"01/11/2021","129.19","130.17","128.5","128.98","100,620,900"
"01/08/2021","132.43","132.63","130.23","132.05","105,158,200"
"01/07/2021","128.36","131.63","127.86","130.92","109,578,200"
"01/06/2021","127.72","131.0499","126.382","126.6","155,088,000"
"01/05/2021","128.89","131.74","128.43","131.01","97,664,900"
"01/04/2021","133.52","133.6116","126.76","129.41","143,301,900"
"12/31/2020","134.08","134.74","131.72","132.69","99,116,590"
"12/30/2020","135.58","135.99","133.4","133.72","96,452,120"
"12/29/2020","138.05","138.789","134.3409","134.87","121,047,300"
"12/28/2020","133.99","137.34","133.51","136.69","124,486,200"
"12/24/2020","131.32","133.46","131.1","131.97","54,930,060"
"12/23/2020","132.16","132.43","130.78","130.96","88,223,690"
"12/22/2020","131.61","134.405","129.65","131.88","169,351,800"
"12/21/2020","125.02","128.31","123.449","128.23","121,251,600"
"12/18/2020","128.96","129.1","126.12","126.655","192,541,500"
"12/17/2020","128.9","129.58","128.045","128.7","94,359,810"
"12/16/2020","127.41","128.37","126.56","127.81","98,208,590"
"12/15/2020","124.34","127.9","124.13","127.88","157,572,300"
"12/14/2020","122.6","123.35","121.54","121.78","79,075,990"
"12/11/2020","122.43","122.76","120.55","122.41","86,939,790"
"12/10/2020","120.5","123.87","120.15","123.24","81,312,170"
"12/09/2020","124.53","125.95","121","121.78","115,089,200"
"12/08/2020","124.37","124.98","123.09","124.38","82,225,510"
"12/07/2020","122.31","124.57","122.25","123.75","86,711,990"
"12/04/2020","122.6","122.8608","121.52","122.25","78,260,420"
"12/03/2020","123.52","123.78","122.21","122.94","78,967,630"
"12/02/2020","122.02","123.37","120.89","123.08","89,004,200"
"12/01/2020","121.01","123.4693","120.01","122.72","128,166,800"
"11/30/2020","116.97","120.97","116.81","119.05","169,410,200"
"11/27/2020","116.57","117.49","116.22","116.59","46,691,330"
"11/25/2020","115.55","116.75","115.17","116.03","76,499,230"
"11/24/2020","113.91","115.85","112.59","115.17","113,874,200"
"11/23/2020","117.18","117.6202","113.75","113.85","127,959,300"
"11/20/2020","118.64","118.77","117.29","117.34","73,604,290"
"11/19/2020","117.59","119.06","116.81","118.64","74,112,970"
"11/18/2020","118.61","119.82","118","118.03","76,322,110"
"11/17/2020","119.55","120.6741","118.96","119.39","74,270,970"
"11/16/2020","118.92","120.99","118.146","120.3","91,183,020"
"11/13/2020","119.44","119.6717","117.87","119.26","81,688,590"
"11/12/2020","119.62","120.53","118.57","119.21","103,350,700"
"11/11/2020","117.19","119.63","116.44","119.49","112,295,000"
"11/10/2020","115.55","117.59","114.13","115.97","138,023,400"
"11/09/2020","120.5","121.99","116.05","116.32","154,515,300"
"11/06/2020","118.32","119.2","116.13","118.69","114,457,900"
"11/05/2020","117.95","119.62","116.8686","119.03","126,387,100"
"11/04/2020","114.14","115.59","112.35","114.95","138,235,500"
"11/03/2020","109.66","111.49","108.73","110.44","107,624,400"
"11/02/2020","109.11","110.68","107.32","108.77","122,866,900"
"10/30/2020","111.06","111.99","107.72","108.86","190,573,500"
"10/29/2020","112.37","116.93","112.2","115.32","146,129,200"
"10/28/2020","115.05","115.43","111.1","111.2","143,937,800"
"10/27/2020","115.49","117.28","114.5399","116.6","92,276,770"
"10/26/2020","114.01","116.55","112.88","115.05","111,850,700"
"10/23/2020","116.39","116.55","114.28","115.04","82,572,650"
"10/22/2020","117.45","118.04","114.59","115.75","101,988,000"
"10/21/2020","116.67","118.705","116.45","116.87","89,945,980"
"10/20/2020","116.2","118.98","115.63","117.51","124,423,700"
"10/19/2020","119.96","120.419","115.66","115.98","120,639,300"
"10/16/2020","121.28","121.548","118.81","119.02","115,393,800"
"10/15/2020","118.72","121.2","118.15","120.71","112,559,200"
"10/14/2020","121","123.03","119.62","121.19","151,062,300"
"10/13/2020","125.27","125.39","119.65","121.1","262,330,500"
"10/12/2020","120.06","125.18","119.2845","124.4","240,226,800"
"10/09/2020","115.28","117","114.92","116.97","100,506,900"
"10/08/2020","116.25","116.4","114.5901","114.97","83,477,150"
"10/07/2020","114.62","115.55","114.13","115.08","96,848,990"
"10/06/2020","115.7","116.12","112.25","113.16","161,498,200"
"10/05/2020","113.91","116.65","113.55","116.5","106,243,800"
"10/02/2020","112.89","115.37","112.22","113.02","144,712,000"
"10/01/2020","117.64","117.72","115.83","116.79","116,120,400"
"09/30/2020","113.79","117.26","113.62","115.81","142,675,200"
"09/29/2020","114.55","115.31","113.57","114.09","100,060,500"
"09/28/2020","115.01","115.32","112.78","114.96","137,672,400"
"09/25/2020","108.43","112.44","107.67","112.28","149,981,400"
"09/24/2020","105.17","110.25","105","108.22","167,743,300"
"09/23/2020","111.62","112.11","106.77","107.12","150,718,700"
"09/22/2020","112.68","112.86","109.16","111.81","183,055,400"
"09/21/2020","104.54","110.19","103.1","110.08","195,713,800"
"09/18/2020","110.4","110.88","106.09","106.84","287,104,900"
"09/17/2020","109.72","112.2","108.71","110.34","178,011,000"
"09/16/2020","115.23","116","112.04","112.13","155,026,700"
"09/15/2020","118.33","118.829","113.61","115.54","184,642,000"
"09/14/2020","114.72","115.93","112.8","115.355","140,150,100"
"09/11/2020","114.57","115.23","110","112","180,860,300"
"09/10/2020","120.36","120.5","112.5","113.49","182,274,400"
"09/09/2020","117.26","119.14","115.26","117.32","176,940,500"
"09/08/2020","113.95","118.99","112.68","112.82","231,366,600"
"09/04/2020","120.07","123.7","110.89","120.96","332,607,200"
"09/03/2020","126.91","128.84","120.5","120.88","257,599,600"
"09/02/2020","137.59","137.98","127","131.4","200,119,000"
"09/01/2020","132.76","134.8","130.53","134.18","152,470,100"
"08/31/2020","127.58","131","126","129.04","225,702,700"
"08/28/2020","126.0125","126.4425","124.5775","124.8075","187,629,920"
"08/27/2020","127.1425","127.485","123.8325","125.01","155,552,400"
"08/26/2020","126.1792","126.9925","125.0825","126.5225","163,022,280"
"08/25/2020","124.6975","125.1793","123.0525","124.825","211,495,800"
"08/24/2020","128.6975","128.785","123.9363","125.8575","345,937,760"
"08/21/2020","119.2625","124.868","119.25","124.37","338,054,640"
"08/20/2020","115.75","118.392","115.7334","118.275","126,907,200"
"08/19/2020","115.9832","117.1625","115.61","115.7075","145,538,000"
"08/18/2020","114.3525","116","114.0075","115.5625","105,633,560"
"08/17/2020","116.0625","116.0875","113.9625","114.6075","119,561,440"
"08/14/2020","114.8287","115","113.045","114.9075","165,565,200"
"08/13/2020","114.43","116.0425","113.9275","115.01","210,082,080"
"08/12/2020","110.4975","113.275","110.2975","113.01","165,944,840"
"08/11/2020","111.9688","112.4825","109.1067","109.375","187,902,360"
"08/10/2020","112.6","113.775","110","112.7275","212,403,440"
"08/07/2020","113.205","113.675","110.2925","111.1125","198,045,600"
"08/06/2020","110.405","114.4125","109.7975","113.9025","202,428,920"
"08/05/2020","109.3775","110.3925","108.8975","110.0625","121,991,960"
"08/04/2020","109.1325","110.79","108.3875","109.665","172,792,360"
"08/03/2020","108.2","111.6364","107.8925","108.9375","308,151,400"
"07/31/2020","102.8838","106.415","100.825","106.26","374,295,480"
"07/30/2020","94.1875","96.2975","93.7675","96.19","158,130,040"
"07/29/2020","93.75","95.23","93.7125","95.04","90,329,240"
"07/28/2020","94.3675","94.5496","93.2475","93.2525","103,625,520"
"07/27/2020","93.71","94.905","93.48","94.81","121,214,200"
"07/24/2020","90.9875","92.97","89.145","92.615","185,438,880"
"07/23/2020","96.9985","97.0775","92.0097","92.845","197,004,440"
"07/22/2020","96.6925","97.975","96.6025","97.2725","89,001,640"
"07/21/2020","99.1725","99.25","96.7425","97","103,645,840"
"07/20/2020","96.4163","98.5","96.0625","98.3575","90,317,920"
"07/17/2020","96.9875","97.1475","95.84","96.3275","92,186,920"
"07/16/2020","96.5625","97.405","95.905","96.5225","110,577,680"
"07/15/2020","98.99","99.2475","96.49","97.725","153,197,920"
"07/14/2020","94.84","97.255","93.8775","97.0575","170,989,360"
"07/13/2020","97.265","99.955","95.2575","95.4775","191,649,160"
"07/10/2020","95.335","95.98","94.7052","95.92","90,257,320"
"07/09/2020","96.2625","96.3175","94.6725","95.6825","125,642,600"
"07/08/2020","94.18","95.375","94.09","95.3425","117,091,880"
"07/07/2020","93.8525","94.655","93.0575","93.1725","112,424,440"
"07/06/2020","92.5","93.945","92.4675","93.4625","118,655,640"
"07/02/2020","91.9625","92.6175","90.91","91.0275","114,041,480"
"07/01/2020","91.28","91.84","90.9775","91.0275","110,737,240"
"06/30/2020","90.02","91.495","90","91.2","140,223,280"
"06/29/2020","88.3125","90.5434","87.82","90.445","130,646,080"
"06/26/2020","91.1025","91.33","88.255","88.4075","205,256,840"
"06/25/2020","90.175","91.25","89.3925","91.21","137,522,520"
"06/24/2020","91.25","92.1975","89.63","90.015","192,623,400"
"06/23/2020","91","93.095","90.5675","91.6325","212,155,480"
"06/22/2020","87.835","89.865","87.7875","89.7175","135,445,280"
"06/19/2020","88.6587","89.14","86.2875","87.43","264,475,800"
"06/18/2020","87.8525","88.3625","87.305","87.9325","96,820,400"
"06/17/2020","88.7875","88.85","87.7725","87.8975","114,406,520"
"06/16/2020","87.865","88.3","86.18","88.02","165,428,720"
"06/15/2020","83.3125","86.42","83.145","85.7475","138,808,920"
"06/12/2020","86.18","86.95","83.5558","84.7","200,146,040"
"06/11/2020","87.3275","87.765","83.87","83.975","201,662,440"
"06/10/2020","86.975","88.6925","86.5225","88.21","166,651,760"
"06/09/2020","83.035","86.4025","83.0025","85.9975","147,712,360"
"06/08/2020","82.5625","83.4","81.83","83.365","95,654,520"
"06/05/2020","80.8375","82.9375","80.8075","82.875","137,250,200"
"06/04/2020","81.0975","81.405","80.195","80.58","87,560,360"
"06/03/2020","81.165","81.55","80.575","81.28","104,491,200"
"06/02/2020","80.1863","80.86","79.7325","80.835","87,642,800"
"06/01/2020","79.4375","80.5875","79.3025","80.4625","81,018,600"
"05/29/2020","79.8125","80.2875","79.1175","79.485","153,598,120"
"05/28/2020","79.1925","80.86","78.9075","79.5625","133,796,400"
"05/27/2020","79.035","79.6775","78.2725","79.5275","112,945,080"
"05/26/2020","80.875","81.06","79.125","79.1825","125,521,800"
"05/22/2020","78.9425","79.8075","78.8375","79.7225","81,803,000"
"05/21/2020","79.665","80.2225","78.9675","79.2125","102,688,840"
"05/20/2020","79.17","79.88","79.05","79.8075","111,504,880"
"05/19/2020","78.7575","79.63","78.2525","78.285","101,729,560"
"05/18/2020","78.2925","79.125","77.581","78.74","135,372,520"
"05/15/2020","75.0875","76.975","75.0525","76.9275","166,348,360"
"05/14/2020","76.1275","77.4475","75.3825","77.385","158,929,080"
"05/13/2020","78.0375","78.9875","75.8025","76.9125","200,622,560"
"05/12/2020","79.4575","79.922","77.7275","77.8525","162,301,040"
"05/11/2020","77.025","79.2625","76.81","78.7525","145,946,240"
"05/08/2020","76.41","77.5875","76.0725","77.5325","134,047,960"
"05/07/2020","75.805","76.2925","75.4925","75.935","115,215,040"
"05/06/2020","75.115","75.81","74.7175","75.1575","142,333,760"
"05/05/2020","73.765","75.25","73.615","74.39","147,751,200"
"05/04/2020","72.2925","73.4225","71.5793","73.29","133,567,960"
"05/01/2020","71.5625","74.75","71.4625","72.2675","240,616,720"
"04/30/2020","72.49","73.6325","72.0875","73.45","183,063,880"
"04/29/2020","71.1825","72.4175","70.9725","71.9325","137,280,800"
"04/28/2020","71.27","71.4575","69.55","69.645","112,004,760"
"04/27/2020","70.45","71.135","69.9875","70.7925","117,087,560"
"04/24/2020","69.3","70.7525","69.25","70.7425","126,508,720"
"04/23/2020","68.9675","70.4375","68.7175","68.7575","124,814,320"
"04/22/2020","68.4025","69.475","68.05","69.025","117,057,360"
"04/21/2020","69.07","69.3125","66.3575","67.0925","180,991,560"
"04/20/2020","69.4875","70.42","69.2125","69.2325","130,015,000"
"04/17/2020","71.1725","71.7362","69.215","70.7","215,249,920"
"04/16/2020","71.845","72.0494","70.5875","71.6725","157,125,160"
"04/15/2020","70.6","71.5825","70.1575","71.1075","131,154,560"
